"","X","Unnamed..0","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup","net"
"5184",973,974,974,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,2,2,0,0,4,0,2,2,0,4,3,1,2
"5185",2323,2324,2324,"white","age.gp1","NoTr","NoTrade","NoGroup",9,6,1,2,0,1,6,2,4,5,2,7,3,6,2
"5186",2332,2333,2333,"white","age.gp3","Tr","NoTrade","Group",15,2,6,3,4,0,15,0,6,9,0,15,8,7,2
"5187",575,576,576,"other","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,1,0,0,3,0,2,1,0,3,2,1,2
"5188",1917,1918,1918,"other","age.gp2","NoTr","NoTrade","NoGroup",4,0,3,1,0,0,4,0,2,2,0,4,2,2,2
"5189",2148,2149,2149,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,3,3,0,0,6,0,2,4,1,5,3,3,2
"5190",2792,2793,2793,"white","age.gp2","Tr","NoTrade","NoGroup",9,0,6,3,0,0,9,0,3,6,0,9,6,3,2
"5191",520,521,521,"black","age.gp3","NoTr","NoTrade","NoGroup",5,0,2,1,2,3,2,0,1,4,0,5,0,5,2
"5192",1086,1087,1087,"black","age.gp2","Tr","NoTrade","NoGroup",6,0,2,2,2,5,1,0,0,6,0,6,1,5,2
"5193",1030,1031,1031,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,2
"5194",1118,1119,1119,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,1,0,1,1,0,0,2,0,2,0,2,2
"5195",518,519,519,"black","age.gp3","NoTr","NoTrade","NoGroup",6,1,2,1,2,4,2,0,1,5,3,3,3,3,2
"5196",2001,2002,2002,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,2,2,4,1,0,2,3,1,4,2,3,2
"5197",2723,2724,2724,"black","age.gp3","NoTr","NoTrade","NoGroup",9,0,5,2,2,6,3,0,1,8,3,6,6,3,2
"5198",813,814,814,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,2
"5199",1149,1150,1150,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,1,4,1,3,1,0,5,0,5,3,2,2
"5200",2167,2168,2168,"black","age.gp2","NoTr","NoTrade","NoGroup",11,0,5,5,1,6,3,2,2,9,2,9,6,5,2
"5201",521,522,522,"black","age.gp3","NoTr","NoTrade","NoGroup",3,1,1,1,0,2,0,1,0,3,1,2,1,2,2
"5202",624,625,625,"other","age.gp1","NoTr","Trade","Group",12,5,1,4,2,3,9,0,3,9,0,12,5,7,2
"5203",522,523,523,"black","age.gp3","NoTr","NoTrade","NoGroup",1,1,0,0,0,1,0,0,0,1,0,1,0,1,2
"5204",2785,2786,2786,"white","age.gp3","NoTr","NoTrade","Group",14,1,7,4,2,1,13,0,7,7,1,13,10,4,2
"5205",2857,2858,2858,"black","age.gp3","NoTr","NoTrade","Group",10,3,0,4,3,5,3,2,4,6,0,10,5,5,2
"5206",1115,1116,1116,"other","age.gp1","NoTr","NoTrade","NoGroup",4,0,1,3,0,1,3,0,1,3,0,4,3,1,2
"5207",2558,2559,2559,"white","age.gp4","NoTr","NoTrade","Group",12,1,1,6,4,3,9,0,4,8,2,10,9,3,2
"5208",525,526,526,"black","age.gp3","NoTr","NoTrade","NoGroup",7,0,2,3,2,2,5,0,2,5,0,7,6,1,2
"5209",923,924,924,"white","age.gp2","NoTr","NoTrade","NoGroup",13,0,4,6,3,3,10,0,6,7,0,13,8,5,2
"5210",583,584,584,"other","age.gp4","NoTr","NoTrade","NoGroup",5,2,0,1,2,0,5,0,2,3,0,5,3,2,2
"5211",527,528,528,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,2
"5212",1803,1804,1804,"white","age.gp4","Tr","NoTrade","Group",9,0,0,3,6,0,9,0,1,8,1,8,7,2,2
"5213",530,531,531,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,0,5,0,2,3,0,5,3,2,2
"5214",994,995,995,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,2
"5215",533,534,534,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,1,2,0,3,1,1,3,1,3,3,1,2
"5216",1700,1701,1701,"white","age.gp4","NoTr","Trade","NoGroup",4,0,1,1,2,0,4,0,1,3,0,4,2,2,2
"5217",1779,1780,1780,"white","age.gp4","Tr","NoTrade","Group",11,0,2,3,6,2,8,1,2,9,0,11,6,5,2
"5218",536,537,537,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,3,0,0,4,0,3,1,1,3,3,1,2
"5219",537,538,538,"white","age.gp4","NoTr","NoTrade","NoGroup",9,0,2,2,5,2,7,0,3,6,0,9,7,2,2
"5220",1843,1844,1844,"black","age.gp3","NoTr","NoTrade","NoGroup",5,0,2,2,1,2,2,1,0,5,0,5,1,4,2
"5221",2035,2036,2036,"white","age.gp4","Tr","NoTrade","Group",11,1,1,1,8,0,10,1,2,9,1,10,6,5,2
"5222",1184,1185,1185,"white","age.gp4","Tr","NoTrade","NoGroup",11,0,2,3,6,1,10,0,6,5,0,11,8,3,2
"5223",1582,1583,1583,"white","age.gp4","Tr","NoTrade","Group",12,0,2,2,8,0,12,0,3,9,0,12,8,4,2
"5224",539,540,540,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,2
"5225",540,541,541,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,2
"5226",541,542,542,"white","age.gp4","NoTr","NoTrade","NoGroup",5,2,0,1,2,2,2,1,2,3,1,4,4,1,2
"5227",542,543,543,"white","age.gp4","NoTr","NoTrade","NoGroup",7,1,2,0,4,1,6,0,3,4,1,6,4,3,2
"5228",2568,2569,2569,"white","age.gp4","NoTr","NoTrade","Group",9,1,3,2,3,0,8,1,5,4,0,9,6,3,2
"5229",544,545,545,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1,2
"5230",1967,1968,1968,"white","age.gp4","Tr","NoTrade","NoGroup",4,0,1,2,1,1,3,0,0,4,0,4,1,3,2
"5231",545,546,546,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,2
"5232",547,548,548,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,2
"5233",549,550,550,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,1,1,0,2,2,0,2
"5234",550,551,551,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1,2
"5235",1188,1189,1189,"white","age.gp4","Tr","NoTrade","NoGroup",9,1,0,3,5,2,7,0,1,8,3,6,5,4,2
"5236",551,552,552,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,2
"5237",920,921,921,"white","age.gp1","NoTr","Trade","NoGroup",11,6,1,2,2,0,8,3,1,10,2,9,7,4,2
"5238",1674,1675,1675,"white","age.gp2","Tr","NoTrade","NoGroup",7,1,3,0,3,1,6,0,2,5,0,7,5,2,2
"5239",1795,1796,1796,"white","age.gp4","Tr","NoTrade","Group",23,0,3,5,15,2,19,2,3,20,1,22,13,10,2
"5240",555,556,556,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,0,3,0,0,3,0,3,3,0,2
"5241",1962,1963,1963,"white","age.gp4","NoTr","NoTrade","Group",9,0,2,1,6,1,8,0,4,5,0,9,5,4,2
"5242",559,560,560,"other","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,1,3,0,1,3,1,3,3,1,2
"5243",2251,2252,2252,"white","age.gp4","Tr","NoTrade","Group",15,2,3,0,10,1,13,1,6,9,1,14,9,6,2
"5244",560,561,561,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,0,2,0,2,2,0,2
"5245",561,562,562,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,2
"5246",562,563,563,"other","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,1,4,0,2,3,0,5,3,2,2
"5247",740,741,741,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,1,4,2,3,1,1,5,0,6,4,2,2
"5248",2045,2046,2046,"white","age.gp4","Tr","NoTrade","Group",9,0,1,1,7,0,8,1,2,7,0,9,5,4,2
"5249",563,564,564,"other","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,0,3,0,2,1,1,2,3,0,2
"5250",564,565,565,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,1,1,0,2,2,0,2
"5251",1786,1787,1787,"white","age.gp4","Tr","NoTrade","Group",15,1,3,5,6,2,11,2,3,12,3,12,9,6,2
"5252",2244,2245,2245,"white","age.gp4","Tr","NoTrade","Group",11,0,1,0,10,3,7,1,0,11,0,11,7,4,2
"5253",568,569,569,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,2
"5254",569,570,570,"other","age.gp4","NoTr","NoTrade","NoGroup",2,1,0,0,1,1,1,0,0,2,0,2,1,1,2
"5255",570,571,571,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,2
"5256",573,574,574,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,1,0,0,2,0,1,1,0,2,2,0,2
"5257",669,670,670,"white","age.gp2","Tr","NoTrade","NoGroup",4,0,3,0,1,0,1,3,2,2,0,4,3,1,2
"5258",576,577,577,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,2
"5259",577,578,578,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,2
"5260",1289,1290,1290,"white","age.gp4","NoTr","NoTrade","Group",12,2,3,2,5,0,10,2,3,9,2,10,7,5,2
"5261",580,581,581,"other","age.gp4","NoTr","NoTrade","NoGroup",2,1,0,0,1,0,2,0,0,2,0,2,2,0,2
"5262",1083,1084,1084,"white","age.gp4","NoTr","NoTrade","Group",10,1,2,0,7,1,7,2,3,7,1,9,6,4,2
"5263",582,583,583,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,2
"5264",1975,1976,1976,"white","age.gp4","Tr","NoTrade","NoGroup",7,0,0,1,6,2,4,1,0,7,1,6,5,2,2
"5265",586,587,587,"other","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0,2
"5266",588,589,589,"other","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,1,2,0,1,2,0,3,2,1,2
"5267",2374,2375,2375,"black","age.gp2","NoTr","NoTrade","NoGroup",6,0,1,1,4,4,1,1,1,5,1,5,1,5,2
"5268",590,591,591,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,2,0,0,2,2,0,2
"5269",591,592,592,"other","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,1,2,0,1,2,1,2,2,1,2
"5270",2708,2709,2709,"white","age.gp4","NoTr","NoTrade","Group",16,2,1,3,10,1,13,2,8,8,0,16,9,7,2
"5271",592,593,593,"other","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,2,3,0,6,0,3,3,0,6,3,3,2
"5272",2719,2720,2720,"white","age.gp4","NoTr","NoTrade","Group",10,0,3,2,5,3,6,1,3,7,0,10,4,6,2
"5273",594,595,595,"other","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,2,1,0,3,3,0,2
"5274",2699,2700,2700,"white","age.gp4","NoTr","NoTrade","Group",9,1,2,2,4,0,7,2,2,7,2,7,7,2,2
"5275",1194,1195,1195,"white","age.gp4","Tr","NoTrade","NoGroup",5,1,1,0,3,1,3,1,1,4,0,5,1,4,2
"5276",596,597,597,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,2
"5277",599,600,600,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,0,1,2
"5278",602,603,603,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0,2
"5279",603,604,604,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,2
"5280",604,605,605,"other","age.gp4","NoTr","NoTrade","NoGroup",4,2,0,0,2,2,2,0,0,4,1,3,0,4,2
"5281",605,606,606,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,1,1,0,2,2,0,2
"5282",606,607,607,"other","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,2,1,0,3,2,1,2
"5283",771,772,772,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,0,1,6,0,6,1,2,5,0,7,5,2,2
"5284",1208,1209,1209,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,2,1,1,1,2,1,0,4,0,4,2,2,2
"5285",2634,2635,2635,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,1,3,0,3,1,1,3,0,4,3,1,2
"5286",608,609,609,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,1,1,0,2,2,0,2
"5287",2578,2579,2579,"white","age.gp4","NoTr","NoTrade","Group",6,0,1,3,2,0,5,1,0,6,1,5,5,1,2
"5288",609,610,610,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,0,1,2
"5289",613,614,614,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,1,1,1,1,0,2,2
"5290",1687,1688,1688,"white","age.gp4","NoTr","Trade","NoGroup",5,0,1,1,3,0,4,1,0,5,1,4,2,3,2
"5291",618,619,619,"other","age.gp4","NoTr","NoTrade","NoGroup",4,2,0,0,2,0,4,0,1,3,0,4,2,2,2
"5292",1297,1298,1298,"white","age.gp4","NoTr","NoTrade","Group",11,2,1,2,6,1,9,1,3,8,1,10,6,5,2
"5293",619,620,620,"other","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,0,2,1,1,1,1,2
"5294",991,992,992,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,0,1,0,1,0,1,0,1,2
"5295",620,621,621,"other","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,1,2,1,2,2,1,2
"5296",1990,1991,1991,"white","age.gp4","Tr","NoTrade","NoGroup",6,0,2,1,3,1,3,2,2,4,0,6,2,4,2
"5297",621,622,622,"other","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,2
"5298",697,698,698,"white","age.gp4","Tr","NoTrade","Group",8,1,0,3,4,0,7,1,1,7,2,6,3,5,2
"5299",1010,1011,1011,"white","age.gp1","Tr","NoTrade","NoGroup",12,7,1,1,3,1,9,2,3,9,2,10,7,5,2
"5300",1454,1455,1455,"white","age.gp1","NoTr","NoTrade","NoGroup",10,4,0,4,2,2,6,2,3,7,3,7,8,2,2
"5301",623,624,624,"other","age.gp1","NoTr","Trade","Group",10,3,1,3,3,1,9,0,2,8,0,10,5,5,2
"5302",1472,1473,1473,"white","age.gp1","NoTr","NoTrade","NoGroup",6,4,2,0,0,1,3,2,1,5,1,5,3,3,2
"5303",1854,1855,1855,"white","age.gp3","NoTr","NoTrade","Group",21,6,5,5,5,2,16,3,6,15,4,17,13,8,2
"5304",2727,2728,2728,"black","age.gp3","NoTr","NoTrade","NoGroup",9,1,3,2,3,4,4,1,2,7,2,7,3,6,2
"5305",1009,1010,1010,"white","age.gp1","Tr","NoTrade","NoGroup",16,11,1,3,1,0,11,5,5,11,3,13,9,7,2
"5306",2076,2077,2077,"black","age.gp3","NoTr","NoTrade","NoGroup",8,4,3,0,1,4,2,2,2,6,3,5,5,3,2
"5307",626,627,627,"other","age.gp1","NoTr","Trade","Group",8,3,2,2,1,0,7,1,5,3,0,8,3,5,2
"5308",1899,1900,1900,"white","age.gp1","Tr","NoTrade","NoGroup",9,2,2,1,4,0,7,2,2,7,1,8,8,1,2
"5309",2000,2001,2001,"black","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,0,1,1,0,1,0,2
"5310",2874,2875,2875,"white","age.gp1","NoTr","NoTrade","NoGroup",14,8,2,3,1,2,10,2,4,10,4,10,9,5,2
"5311",629,630,630,"other","age.gp1","NoTr","Trade","Group",6,3,0,1,2,1,5,0,3,3,0,6,1,5,2
"5312",1008,1009,1009,"white","age.gp1","Tr","NoTrade","NoGroup",10,6,2,1,1,0,6,4,3,7,1,9,4,6,2
"5313",1158,1159,1159,"white","age.gp4","NoTr","NoTrade","NoGroup",5,3,1,0,1,0,4,1,3,2,1,4,3,2,2
"5314",1067,1068,1068,"white","age.gp4","NoTr","NoTrade","Group",7,2,1,2,2,0,5,2,3,4,1,6,4,3,2
"5315",1381,1382,1382,"white","age.gp1","NoTr","NoTrade","NoGroup",8,2,2,0,4,0,5,3,3,5,2,6,5,3,2
"5316",1508,1509,1509,"white","age.gp4","NoTr","NoTrade","NoGroup",7,1,0,2,4,0,6,1,1,6,1,6,6,1,2
"5317",2086,2087,2087,"black","age.gp3","NoTr","NoTrade","NoGroup",5,1,1,0,3,1,3,1,1,4,1,4,5,0,2
"5318",916,917,917,"white","age.gp1","NoTr","Trade","NoGroup",7,7,0,0,0,1,3,3,0,7,1,6,2,5,2
"5319",2610,2611,2611,"white","age.gp4","NoTr","NoTrade","NoGroup",4,2,0,1,1,0,3,1,1,3,1,3,3,1,2
"5320",1610,1611,1611,"white","age.gp3","Tr","NoTrade","NoGroup",8,1,3,2,2,2,5,1,1,7,2,6,6,2,2
"5321",2522,2523,2523,"white","age.gp2","Tr","NoTrade","Group",22,2,11,2,7,6,13,3,6,16,3,19,17,5,2
"5322",2420,2421,2421,"white","age.gp3","NoTr","Trade","Group",13,2,2,6,3,0,11,2,6,7,1,12,9,4,2
"5323",647,648,648,"other","age.gp1","NoTr","Trade","Group",11,4,3,1,3,1,9,1,6,5,0,11,7,4,2
"5324",1341,1342,1342,"white","age.gp1","Tr","NoTrade","NoGroup",11,7,1,1,2,1,9,1,3,8,1,10,4,7,2
"5325",1037,1038,1038,"black","age.gp4","NoTr","NoTrade","NoGroup",10,1,2,4,3,6,4,0,2,8,0,10,6,4,2
"5326",2617,2618,2618,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,0,1,2
"5327",651,652,652,"black","age.gp2","NoTr","NoTrade","NoGroup",7,0,5,0,2,3,4,0,3,4,2,5,7,0,2
"5328",1080,1081,1081,"white","age.gp4","NoTr","NoTrade","Group",12,1,3,2,6,2,9,1,4,8,0,12,8,4,2
"5329",653,654,654,"black","age.gp2","NoTr","NoTrade","NoGroup",4,1,1,1,1,2,2,0,1,3,0,4,2,2,2
