"","X","Unnamed..0","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup","net"
"215",1425,1426,1426,"white","age.gp2","Tr","NoTrade","Group",26,3,11,5,7,3,20,3,12,14,3,23,18,8,1
"216",1800,1801,1801,"white","age.gp4","Tr","NoTrade","Group",15,0,4,2,9,3,12,0,5,10,1,14,7,8,1
"217",2057,2058,2058,"white","age.gp4","Tr","NoTrade","Group",14,0,2,3,9,3,11,0,2,12,1,13,9,5,1
"218",26,27,27,"black","age.gp4","NoTr","Trade","NoGroup",4,0,0,1,3,3,1,0,0,4,1,3,1,3,1
"219",162,163,163,"white","age.gp3","NoTr","NoTrade","NoGroup",7,2,2,0,3,1,5,1,4,3,1,6,2,5,1
"220",349,350,350,"black","age.gp4","NoTr","NoTrade","NoGroup",8,0,2,1,5,6,0,2,2,6,2,6,5,3,1
"221",1833,1834,1834,"black","age.gp4","NoTr","NoTrade","NoGroup",7,0,1,2,4,3,3,1,1,6,1,6,1,6,1
"222",2238,2239,2239,"black","age.gp4","NoTr","Trade","Group",10,0,1,2,7,5,5,0,3,7,1,9,4,6,1
"223",27,28,28,"black","age.gp4","NoTr","Trade","NoGroup",5,0,1,2,2,2,2,1,2,3,0,5,4,1,1
"224",1057,1058,1058,"white","age.gp4","NoTr","NoTrade","Group",13,1,5,1,6,2,9,2,4,9,1,12,7,6,1
"225",1729,1730,1730,"white","age.gp3","Tr","NoTrade","Group",21,5,3,7,6,3,13,5,2,19,2,19,10,11,1
"226",1754,1755,1755,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,4,1,2,3,0,1,4,2,3,2,3,1
"227",2280,2281,2281,"other","age.gp2","Tr","NoTrade","Group",8,2,4,0,2,3,5,0,2,6,1,7,5,3,1
"228",2853,2854,2854,"black","age.gp3","NoTr","NoTrade","Group",16,3,5,4,4,11,3,2,4,12,3,13,7,9,1
"229",28,29,29,"black","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"230",2581,2582,2582,"white","age.gp4","NoTr","NoTrade","Group",17,0,4,4,9,2,14,1,9,8,2,15,12,5,1
"231",29,30,30,"black","age.gp4","NoTr","Trade","NoGroup",3,1,0,0,2,2,1,0,1,2,2,1,2,1,1
"232",1594,1595,1595,"black","age.gp1","Tr","Trade","NoGroup",10,7,1,0,2,6,3,1,3,7,2,8,3,7,1
"233",2211,2212,2212,"black","age.gp4","NoTr","Trade","Group",5,1,1,0,3,3,1,1,0,5,2,3,3,2,1
"234",2935,2936,2936,"white","age.gp4","NoTr","NoTrade","Group",17,1,5,3,8,4,11,2,8,9,1,16,9,8,1
"235",30,31,31,"black","age.gp4","NoTr","Trade","NoGroup",2,0,0,1,1,1,1,0,0,2,0,2,1,1,1
"236",447,448,448,"black","age.gp3","NoTr","NoTrade","NoGroup",14,2,3,1,8,7,5,2,4,10,2,12,9,5,1
"237",2926,2927,2927,"white","age.gp4","NoTr","NoTrade","Group",6,0,3,1,2,1,5,0,2,4,2,4,4,2,1
"238",32,33,33,"black","age.gp4","NoTr","Trade","NoGroup",3,0,2,0,1,1,2,0,1,2,0,3,3,0,1
"239",2053,2054,2054,"white","age.gp4","Tr","NoTrade","Group",21,3,4,4,10,2,16,3,2,19,3,18,13,8,1
"240",2742,2743,2743,"white","age.gp2","NoTr","NoTrade","Group",19,0,9,4,6,2,17,0,10,9,2,17,13,6,1
"241",33,34,34,"black","age.gp4","NoTr","Trade","NoGroup",3,0,1,0,2,2,0,1,1,2,0,3,1,2,1
"242",851,852,852,"other","age.gp2","Tr","NoTrade","Group",10,0,3,4,3,1,9,0,4,6,1,9,8,2,1
"243",1043,1044,1044,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
"244",34,35,35,"black","age.gp4","NoTr","Trade","NoGroup",2,0,1,0,1,0,2,0,0,2,0,2,2,0,1
"245",837,838,838,"white","age.gp2","NoTr","NoTrade","Group",25,0,11,7,7,3,21,1,11,14,3,22,17,8,1
"246",1290,1291,1291,"white","age.gp4","NoTr","NoTrade","Group",9,0,3,1,5,1,7,1,6,3,1,8,6,3,1
"247",35,36,36,"black","age.gp4","NoTr","Trade","NoGroup",6,0,2,1,3,4,2,0,2,4,1,5,2,4,1
"248",47,48,48,"black","age.gp4","NoTr","Trade","NoGroup",4,0,1,1,2,2,2,0,1,3,1,3,2,2,1
"249",282,283,283,"white","age.gp2","Tr","NoTrade","Group",20,1,10,5,4,2,17,1,8,12,2,18,13,7,1
"250",389,390,390,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,2,1,0,0,3,1,2,1,2,1
"251",738,739,739,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,0,5,5,0,0,0,5,1,4,0,5,1
"252",966,967,967,"white","age.gp2","Tr","NoTrade","Group",22,2,9,3,8,3,18,1,9,13,1,21,16,6,1
"253",36,37,37,"black","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"254",2330,2331,2331,"white","age.gp3","Tr","NoTrade","Group",24,4,6,9,5,2,19,3,8,16,3,21,14,10,1
"255",37,38,38,"black","age.gp4","NoTr","Trade","NoGroup",2,1,1,0,0,2,0,0,0,2,0,2,1,1,1
"256",1905,1906,1906,"black","age.gp1","NoTr","NoTrade","NoGroup",10,4,2,1,3,8,2,0,3,7,2,8,4,6,1
"257",2349,2350,2350,"black","age.gp2","NoTr","NoTrade","Group",14,0,6,4,4,4,9,1,4,10,1,13,8,6,1
"258",38,39,39,"black","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"259",483,484,484,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,3,0,2,2,1,2,1,4,2,3,1,4,1
"260",39,40,40,"black","age.gp4","NoTr","Trade","NoGroup",3,0,0,0,3,2,1,0,0,3,0,3,2,1,1
"261",1348,1349,1349,"black","age.gp4","NoTr","NoTrade","Group",14,0,4,2,8,9,4,1,1,13,1,13,5,9,1
"262",1838,1839,1839,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
"263",1938,1939,1939,"white","age.gp4","NoTr","NoTrade","Group",9,1,1,1,6,2,6,1,3,6,1,8,6,3,1
"264",40,41,41,"black","age.gp4","NoTr","Trade","NoGroup",2,0,0,1,1,1,1,0,0,2,1,1,2,0,1
"265",471,472,472,"black","age.gp3","NoTr","Trade","Group",16,1,8,5,2,5,8,3,7,9,2,14,6,10,1
"266",2932,2933,2933,"white","age.gp4","NoTr","NoTrade","Group",5,0,0,0,5,1,4,0,2,3,1,4,4,1,1
"267",41,42,42,"black","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"268",2242,2243,2243,"white","age.gp4","Tr","NoTrade","Group",17,1,1,5,10,3,13,1,1,16,1,16,9,8,1
"269",42,43,43,"black","age.gp4","NoTr","Trade","NoGroup",4,0,0,0,4,2,2,0,0,4,0,4,3,1,1
"270",1048,1049,1049,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,0,2,4,2,4,0,2,4,1,5,2,4,1
"271",1354,1355,1355,"black","age.gp4","NoTr","NoTrade","Group",12,2,2,2,6,5,7,0,4,8,2,10,9,3,1
"272",1952,1953,1953,"white","age.gp4","NoTr","NoTrade","Group",12,1,4,1,6,2,9,1,3,9,2,10,9,3,1
"273",43,44,44,"black","age.gp4","NoTr","Trade","NoGroup",6,0,2,3,1,2,4,0,3,3,0,6,4,2,1
"274",1616,1617,1617,"white","age.gp3","Tr","NoTrade","NoGroup",12,0,5,3,4,2,9,1,4,8,1,11,8,4,1
"275",1741,1742,1742,"white","age.gp3","Tr","NoTrade","Group",13,1,5,2,5,1,9,3,4,9,1,12,10,3,1
"276",1960,1961,1961,"white","age.gp4","NoTr","NoTrade","Group",10,0,4,0,6,3,7,0,3,7,1,9,5,5,1
"277",2094,2095,2095,"black","age.gp3","NoTr","NoTrade","NoGroup",8,1,3,3,1,2,6,0,2,6,3,5,4,4,1
"278",44,45,45,"black","age.gp4","NoTr","Trade","NoGroup",3,0,1,0,2,1,2,0,1,2,0,3,2,1,1
"279",1250,1251,1251,"white","age.gp2","Tr","NoTrade","Group",27,5,12,7,3,2,19,6,7,20,1,26,15,12,1
"280",2003,2004,2004,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,0,4,1,5,0,2,4,1,5,1,5,1
"281",2933,2934,2934,"white","age.gp4","NoTr","NoTrade","Group",17,1,3,6,7,4,12,1,4,13,2,15,11,6,1
"282",45,46,46,"black","age.gp4","NoTr","Trade","NoGroup",6,0,4,0,2,4,1,1,1,5,1,5,2,4,1
"283",238,239,239,"white","age.gp2","Tr","NoTrade","Group",23,2,12,3,6,1,21,1,12,11,2,21,10,13,1
"284",363,364,364,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,2,1,0,1,2,1,2,1,2,1
"285",1664,1665,1665,"other","age.gp2","NoTr","NoTrade","NoGroup",7,0,3,1,3,2,5,0,2,5,1,6,2,5,1
"286",2207,2208,2208,"black","age.gp2","NoTr","Trade","Group",21,1,8,6,6,12,8,1,6,15,3,18,11,10,1
"287",46,47,47,"black","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"288",2944,2945,2945,"white","age.gp4","NoTr","NoTrade","Group",7,0,2,1,4,2,5,0,0,7,1,6,4,3,1
"289",247,248,248,"white","age.gp2","Tr","NoTrade","Group",21,4,8,7,2,3,15,3,8,13,2,19,15,6,1
"290",1837,1838,1838,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,0,4,2,2,0,1,3,1,3,2,2,1
"291",1856,1857,1857,"white","age.gp3","NoTr","NoTrade","Group",21,3,9,5,4,3,15,3,6,15,2,19,12,9,1
"292",48,49,49,"black","age.gp4","NoTr","Trade","NoGroup",1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
"293",49,50,50,"white","age.gp2","Tr","NoTrade","Group",27,5,7,10,5,2,22,3,13,14,5,22,22,5,1
"294",141,142,142,"white","age.gp3","NoTr","NoTrade","Group",13,1,2,7,3,1,11,1,4,9,1,12,10,3,1
"295",142,143,143,"white","age.gp3","NoTr","NoTrade","Group",21,2,10,6,3,0,20,1,7,14,1,20,15,6,1
"296",341,342,342,"white","age.gp1","NoTr","Trade","Group",24,12,5,5,2,3,18,3,9,15,3,21,13,11,1
"297",635,636,636,"other","age.gp1","NoTr","Trade","Group",11,2,7,2,0,1,10,0,4,7,3,8,9,2,1
"298",710,711,711,"white","age.gp2","Tr","NoTrade","Group",12,0,7,3,2,1,9,2,6,6,1,11,8,4,1
"299",842,843,843,"white","age.gp2","Tr","NoTrade","NoGroup",10,1,2,3,4,1,9,0,4,6,1,9,8,2,1
"300",857,858,858,"other","age.gp2","Tr","NoTrade","Group",14,0,9,4,1,5,9,0,7,7,0,14,7,7,1
"301",873,874,874,"white","age.gp3","NoTr","Trade","Group",18,2,6,4,6,1,15,2,6,12,0,18,10,8,1
"302",897,898,898,"other","age.gp1","Tr","NoTrade","NoGroup",5,1,2,1,1,0,5,0,1,4,1,4,5,0,1
"303",953,954,954,"white","age.gp3","Tr","NoTrade","Group",22,2,6,6,8,3,19,0,7,15,0,22,11,11,1
"304",1325,1326,1326,"white","age.gp3","NoTr","NoTrade","NoGroup",5,0,4,0,1,0,3,2,3,2,0,5,4,1,1
"305",1419,1420,1420,"white","age.gp2","NoTr","NoTrade","Group",14,1,10,0,3,1,12,1,6,8,1,13,9,5,1
"306",1572,1573,1573,"white","age.gp4","Tr","NoTrade","Group",17,1,4,3,9,1,15,1,6,11,2,15,15,2,1
"307",1847,1848,1848,"black","age.gp3","NoTr","NoTrade","NoGroup",16,1,8,1,6,8,5,3,5,11,0,16,4,12,1
"308",2043,2044,2044,"white","age.gp4","Tr","NoTrade","Group",14,1,3,5,5,2,12,0,3,11,1,13,9,5,1
"309",2073,2074,2074,"white","age.gp3","Tr","NoTrade","Group",18,2,5,6,5,2,14,2,6,12,1,17,11,7,1
"310",2210,2211,2211,"black","age.gp2","NoTr","Trade","Group",21,2,7,7,5,14,6,1,6,15,4,17,11,10,1
"311",2243,2244,2244,"white","age.gp4","Tr","NoTrade","Group",15,0,3,2,10,2,12,1,8,7,1,14,10,5,1
"312",2257,2258,2258,"white","age.gp4","Tr","NoTrade","Group",14,0,4,2,8,3,11,0,3,11,0,14,8,6,1
"313",2385,2386,2386,"white","age.gp2","Tr","NoTrade","Group",23,3,10,6,4,0,19,4,8,15,3,20,13,10,1
"314",2415,2416,2416,"white","age.gp3","NoTr","Trade","Group",14,0,6,5,3,1,12,1,8,6,1,13,9,5,1
"315",2740,2741,2741,"white","age.gp2","Tr","NoTrade","Group",17,1,8,5,3,3,12,2,7,10,0,17,13,4,1
"316",2756,2757,2757,"white","age.gp3","NoTr","NoTrade","NoGroup",5,0,1,2,2,2,3,0,1,4,0,5,3,2,1
"317",2871,2872,2872,"white","age.gp1","NoTr","NoTrade","Group",27,7,7,7,6,1,23,3,10,17,3,24,14,13,1
"318",2973,2974,2974,"white","age.gp1","NoTr","NoTrade","Group",19,8,4,6,1,1,17,1,4,15,2,17,7,12,1
"319",50,51,51,"white","age.gp2","Tr","NoTrade","Group",16,1,7,5,3,3,11,2,3,13,2,14,10,6,1
"320",734,735,735,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"321",822,823,823,"white","age.gp3","NoTr","NoTrade","NoGroup",12,2,5,4,1,1,9,2,4,8,0,12,8,4,1
"322",839,840,840,"white","age.gp2","NoTr","NoTrade","Group",27,2,14,6,5,3,22,2,16,11,2,25,22,5,1
"323",1018,1019,1019,"white","age.gp2","NoTr","Trade","Group",18,1,10,5,2,1,16,1,8,10,1,17,10,8,1
"324",1549,1550,1550,"white","age.gp3","NoTr","NoTrade","Group",17,4,6,3,4,4,12,1,5,12,0,17,12,5,1
"325",1663,1664,1664,"other","age.gp2","NoTr","NoTrade","NoGroup",9,1,4,3,1,0,8,1,6,3,0,9,6,3,1
"326",1749,1750,1750,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"327",2045,2046,2046,"white","age.gp4","Tr","NoTrade","Group",11,1,3,1,6,2,9,0,4,7,0,11,5,6,1
"328",2130,2131,2131,"white","age.gp3","NoTr","NoTrade","Group",21,3,8,5,5,3,14,4,7,14,1,20,14,7,1
"329",2475,2476,2476,"white","age.gp2","Tr","NoTrade","Group",20,1,10,6,3,1,17,2,8,12,0,20,15,5,1
"330",2477,2478,2478,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,2,0,0,0,3,0,2,1,0,3,1,2,1
"331",2744,2745,2745,"white","age.gp2","NoTr","NoTrade","Group",22,0,13,8,1,2,18,2,10,12,2,20,16,6,1
"332",2838,2839,2839,"black","age.gp2","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"333",2959,2960,2960,"white","age.gp2","NoTr","NoTrade","Group",29,1,15,8,5,3,21,5,12,17,2,27,18,11,1
"334",51,52,52,"white","age.gp2","Tr","NoTrade","Group",25,4,8,5,8,0,22,3,8,17,1,24,19,6,1
"335",790,791,791,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,1,3,0,5,1,2,4,0,6,4,2,1
"336",1008,1009,1009,"white","age.gp1","Tr","NoTrade","NoGroup",12,4,1,5,2,0,11,1,5,7,2,10,10,2,1
"337",1097,1098,1098,"white","age.gp2","NoTr","NoTrade","Group",21,0,14,2,5,0,21,0,7,14,2,19,18,3,1
"338",1258,1259,1259,"white","age.gp1","Tr","Trade","Group",21,10,4,4,3,5,13,3,3,18,1,20,9,12,1
"339",1407,1408,1408,"white","age.gp3","NoTr","NoTrade","Group",22,0,9,6,7,1,16,5,8,14,2,20,16,6,1
"340",1547,1548,1548,"white","age.gp3","NoTr","NoTrade","Group",19,1,8,2,8,4,11,4,11,8,1,18,12,7,1
"341",1565,1566,1566,"white","age.gp4","Tr","NoTrade","Group",10,0,3,3,4,2,8,0,2,8,0,10,6,4,1
"342",1583,1584,1584,"white","age.gp4","Tr","NoTrade","Group",19,1,3,4,11,0,17,2,6,13,2,17,13,6,1
"343",1620,1621,1621,"white","age.gp2","Tr","NoTrade","Group",20,3,7,8,2,1,18,1,6,14,2,18,12,8,1
"344",1720,1721,1721,"white","age.gp2","NoTr","NoTrade","Group",23,4,16,1,2,1,15,7,9,14,0,23,17,6,1
"345",1888,1889,1889,"other","age.gp1","NoTr","NoTrade","Group",10,5,3,0,2,0,10,0,6,4,0,10,5,5,1
"346",2192,2193,2193,"white","age.gp4","NoTr","NoTrade","NoGroup",8,1,1,4,2,1,7,0,2,6,1,7,4,4,1
"347",2290,2291,2291,"other","age.gp2","Tr","NoTrade","Group",7,1,5,1,0,1,6,0,3,4,0,7,5,2,1
"348",2322,2323,2323,"white","age.gp1","NoTr","NoTrade","NoGroup",7,2,1,2,2,1,6,0,3,4,0,7,2,5,1
"349",2520,2521,2521,"white","age.gp2","Tr","NoTrade","Group",35,6,16,9,4,0,31,4,13,22,3,32,27,8,1
"350",2598,2599,2599,"white","age.gp3","NoTr","NoTrade","Group",18,3,6,4,5,0,18,0,9,9,1,17,14,4,1
"351",2601,2602,2602,"white","age.gp3","NoTr","NoTrade","Group",22,4,7,6,5,0,21,1,12,10,2,20,17,5,1
"352",2624,2625,2625,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,3,0,0,0,2,1,1,2,0,3,2,1,1
"353",2706,2707,2707,"white","age.gp4","NoTr","NoTrade","Group",11,1,3,2,5,2,9,0,5,6,0,11,6,5,1
"354",2782,2783,2783,"white","age.gp3","NoTr","NoTrade","Group",13,2,7,0,4,2,10,1,6,7,1,12,6,7,1
"355",2816,2817,2817,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,4,0,1,0,5,0,4,1,0,5,3,2,1
"356",2923,2924,2924,"white","age.gp4","NoTr","NoTrade","Group",12,1,3,3,5,0,12,0,2,10,0,12,8,4,1
"357",2946,2947,2947,"white","age.gp4","NoTr","NoTrade","Group",14,0,1,4,9,4,10,0,4,10,0,14,10,4,1
"358",2960,2961,2961,"white","age.gp2","NoTr","NoTrade","Group",18,2,8,5,3,0,16,2,8,10,0,18,13,5,1
"359",52,53,53,"white","age.gp2","Tr","NoTrade","Group",24,3,6,9,6,3,19,2,8,16,0,24,15,9,1
"360",73,74,74,"white","age.gp4","NoTr","NoTrade","Group",11,0,4,3,4,1,10,0,8,3,0,11,9,2,1
"361",95,96,96,"white","age.gp3","NoTr","NoTrade","Group",14,1,8,3,2,2,10,2,7,7,1,13,13,1,1
"362",186,187,187,"white","age.gp3","Tr","NoTrade","NoGroup",5,0,4,1,0,0,4,1,3,2,0,5,2,3,1
"363",344,345,345,"white","age.gp2","NoTr","NoTrade","Group",19,1,11,4,3,2,15,2,6,13,1,18,10,9,1
"364",489,490,490,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"365",522,523,523,"black","age.gp3","NoTr","NoTrade","NoGroup",10,0,5,2,3,3,6,1,4,6,0,10,6,4,1
"366",951,952,952,"white","age.gp3","Tr","NoTrade","Group",12,3,4,1,4,1,10,1,5,7,0,12,9,3,1
"367",952,953,953,"white","age.gp3","Tr","NoTrade","Group",26,3,14,7,2,2,22,2,12,14,3,23,19,7,1
"368",1381,1382,1382,"white","age.gp1","NoTr","NoTrade","NoGroup",12,4,3,4,1,0,9,3,4,8,1,11,6,6,1
"369",1556,1557,1557,"white","age.gp3","NoTr","NoTrade","Group",16,1,6,5,4,5,8,3,6,10,1,15,11,5,1
"370",1711,1712,1712,"white","age.gp2","Tr","NoTrade","Group",27,4,9,8,6,0,25,2,12,15,0,27,19,8,1
"371",1779,1780,1780,"white","age.gp4","Tr","NoTrade","Group",12,1,3,2,6,3,8,1,4,8,1,11,8,4,1
"372",1868,1869,1869,"other","age.gp1","NoTr","NoTrade","Group",5,2,2,1,0,1,4,0,2,3,0,5,2,3,1
"373",1875,1876,1876,"other","age.gp1","NoTr","NoTrade","Group",8,2,2,2,2,2,5,1,5,3,0,8,5,3,1
"374",1968,1969,1969,"white","age.gp4","Tr","NoTrade","NoGroup",12,1,2,1,8,0,12,0,7,5,1,11,11,1,1
"375",2109,2110,2110,"white","age.gp2","NoTr","NoTrade","NoGroup",11,1,6,4,0,0,11,0,7,4,1,10,7,4,1
"376",2314,2315,2315,"white","age.gp2","Tr","NoTrade","NoGroup",12,1,4,3,4,0,10,2,5,7,0,12,11,1,1
"377",2341,2342,2342,"white","age.gp2","Tr","NoTrade","Group",26,2,10,5,9,4,18,4,6,20,1,25,13,13,1
"378",2406,2407,2407,"white","age.gp3","NoTr","NoTrade","NoGroup",8,0,2,5,1,1,7,0,4,4,0,8,6,2,1
"379",2607,2608,2608,"black","age.gp2","NoTr","NoTrade","Group",13,2,5,4,2,8,3,2,2,11,1,12,7,6,1
"380",2669,2670,2670,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"381",2719,2720,2720,"white","age.gp4","NoTr","NoTrade","Group",11,0,2,1,8,0,10,1,6,5,0,11,8,3,1
"382",2773,2774,2774,"white","age.gp3","NoTr","NoTrade","Group",15,3,5,2,5,4,11,0,7,8,1,14,9,6,1
"383",184,185,185,"white","age.gp3","Tr","NoTrade","NoGroup",14,2,5,3,4,1,12,1,6,8,0,14,5,9,1
"384",856,857,857,"other","age.gp2","Tr","NoTrade","Group",8,0,6,1,1,1,7,0,4,4,1,7,6,2,1
"385",950,951,951,"white","age.gp3","Tr","NoTrade","Group",19,3,5,6,5,2,16,1,9,10,1,18,14,5,1
"386",956,957,957,"black","age.gp2","Tr","NoTrade","NoGroup",12,0,7,1,4,6,5,1,3,9,1,11,5,7,1
"387",1021,1022,1022,"white","age.gp2","NoTr","Trade","Group",18,3,9,4,2,3,11,4,6,12,1,17,10,8,1
"388",1242,1243,1243,"white","age.gp2","Tr","NoTrade","NoGroup",11,0,7,1,3,0,11,0,4,7,1,10,10,1,1
"389",1429,1430,1430,"white","age.gp3","Tr","NoTrade","NoGroup",10,2,2,3,3,0,8,2,4,6,1,9,6,4,1
"390",1455,1456,1456,"white","age.gp1","NoTr","NoTrade","NoGroup",9,2,4,1,2,0,8,1,3,6,0,9,6,3,1
"391",1560,1561,1561,"white","age.gp3","NoTr","NoTrade","Group",13,1,6,5,1,1,11,1,3,10,2,11,7,6,1
"392",1598,1599,1599,"white","age.gp2","Tr","NoTrade","NoGroup",11,0,4,5,2,1,9,1,7,4,1,10,10,1,1
"393",1626,1627,1627,"white","age.gp1","NoTr","NoTrade","NoGroup",16,8,2,6,0,3,10,3,7,9,2,14,10,6,1
"394",2064,2065,2065,"white","age.gp3","Tr","NoTrade","Group",12,0,4,1,7,1,10,1,3,9,0,12,5,7,1
"395",2102,2103,2103,"white","age.gp2","Tr","NoTrade","Group",18,0,11,5,2,2,13,3,8,10,2,16,14,4,1
"396",2152,2153,2153,"other","age.gp2","NoTr","NoTrade","NoGroup",6,1,1,4,0,1,5,0,4,2,1,5,5,1,1
"397",2279,2280,2280,"other","age.gp2","Tr","NoTrade","Group",6,1,5,0,0,0,6,0,3,3,0,6,5,1,1
"398",2283,2284,2284,"other","age.gp2","Tr","NoTrade","Group",10,1,4,3,2,0,10,0,4,6,1,9,8,2,1
"399",2301,2302,2302,"other","age.gp2","Tr","NoTrade","Group",9,0,5,4,0,0,9,0,7,2,1,8,7,2,1
"400",2318,2319,2319,"white","age.gp2","NoTr","NoTrade","NoGroup",7,1,3,2,1,1,5,1,4,3,0,7,4,3,1
"401",2329,2330,2330,"white","age.gp3","Tr","NoTrade","Group",19,3,3,7,6,1,18,0,9,10,1,18,13,6,1
"402",2348,2349,2349,"black","age.gp2","NoTr","NoTrade","Group",22,0,10,7,5,9,11,2,11,11,1,21,13,9,1
"403",2629,2630,2630,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,1,1,0,2,2,0,1
"404",2642,2643,2643,"white","age.gp1","NoTr","NoTrade","NoGroup",10,8,1,1,0,1,6,3,3,7,0,10,3,7,1
"405",2975,2976,2976,"white","age.gp1","NoTr","NoTrade","Group",28,14,4,6,4,2,20,6,6,22,6,22,16,12,1
"406",779,780,780,"white","age.gp2","NoTr","NoTrade","NoGroup",8,0,5,2,1,2,4,2,3,5,0,8,5,3,1
"407",1303,1304,1304,"white","age.gp4","NoTr","NoTrade","Group",17,0,9,2,6,2,11,4,8,9,1,16,11,6,1
"408",1411,1412,1412,"white","age.gp3","NoTr","NoTrade","Group",22,1,6,7,8,1,21,0,7,15,1,21,14,8,1
"409",1633,1634,1634,"black","age.gp1","Tr","NoTrade","NoGroup",10,3,2,4,1,6,4,0,4,6,1,9,4,6,1
"410",1835,1836,1836,"black","age.gp4","NoTr","NoTrade","NoGroup",6,1,2,1,2,3,2,1,1,5,1,5,4,2,1
"411",2166,2167,2167,"black","age.gp2","NoTr","NoTrade","NoGroup",11,1,6,1,3,5,5,1,4,7,1,10,7,4,1
"412",127,128,128,"white","age.gp1","NoTr","NoTrade","NoGroup",15,6,6,2,1,2,11,2,5,10,1,14,7,8,1
"413",365,366,366,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,1,2,4,0,0,0,4,1,3,1,3,1
"414",468,469,469,"black","age.gp3","NoTr","Trade","Group",14,1,7,3,3,12,2,0,2,12,4,10,6,8,1
"415",2735,2736,2736,"black","age.gp3","NoTr","NoTrade","NoGroup",4,0,1,3,0,2,2,0,1,3,1,3,2,2,1
"416",2956,2957,2957,"white","age.gp2","Tr","NoTrade","Group",18,1,10,4,3,4,13,1,8,10,1,17,11,7,1
"417",56,57,57,"black","age.gp2","NoTr","NoTrade","NoGroup",10,2,7,1,0,6,4,0,2,8,0,10,4,6,1
"418",137,138,138,"white","age.gp2","NoTr","NoTrade","NoGroup",13,1,4,2,6,1,12,0,5,8,1,12,10,3,1
"419",292,293,293,"black","age.gp2","NoTr","NoTrade","Group",13,0,6,4,3,4,6,3,4,9,1,12,8,5,1
"420",949,950,950,"white","age.gp3","Tr","NoTrade","Group",23,4,6,10,3,4,17,2,6,17,2,21,12,11,1
"421",1379,1380,1380,"black","age.gp2","NoTr","NoTrade","NoGroup",7,0,3,4,0,4,2,1,2,5,0,7,2,5,1
"422",1476,1477,1477,"black","age.gp1","NoTr","NoTrade","NoGroup",7,5,1,0,1,3,3,1,1,6,3,4,4,3,1
"423",2106,2107,2107,"white","age.gp2","Tr","NoTrade","Group",27,1,13,8,5,4,22,1,13,14,0,27,20,7,1
"424",2468,2469,2469,"white","age.gp1","NoTr","NoTrade","NoGroup",17,9,5,0,3,1,14,2,8,9,0,17,9,8,1
"425",2509,2510,2510,"black","age.gp2","NoTr","NoTrade","NoGroup",9,0,5,4,0,6,3,0,0,9,0,9,4,5,1
"426",2608,2609,2609,"black","age.gp2","NoTr","NoTrade","Group",26,4,13,5,4,12,10,4,8,18,3,23,17,9,1
"427",2671,2672,2672,"white","age.gp3","NoTr","NoTrade","NoGroup",10,0,6,1,3,1,9,0,4,6,0,10,6,4,1
"428",58,59,59,"black","age.gp2","NoTr","NoTrade","NoGroup",3,1,2,0,0,2,1,0,2,1,1,2,2,1,1
"429",788,789,789,"black","age.gp1","Tr","NoTrade","NoGroup",12,5,1,4,2,6,4,2,1,11,1,11,3,9,1
